OBJECTID,BLKGRP,BLOCK,GEOID,GEOID10,ALAND10,AWATER10,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,ACRES,Shape_Length,Shape_Area,SQMILES
5619,0099051,1003,110010099051003,110010099051003,6569,0,27,27,0,27,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,14,12,2,1.62319248,405.582574049169,6568.82692149932,0.00253624
5620,0099051,1004,110010099051004,110010099051004,15772,0,144,138,2,136,0,0,0,0,6,0,0,0,0,2,136,0,0,0,0,6,0,0,0,105,2,99,0,0,0,0,4,0,0,0,0,2,99,0,0,0,0,4,0,0,0,54,48,6,3.89702682,560.462507138396,15770.708032893,0.0060891
5621,0099051,1005,110010099051005,110010099051005,15118,0,103,101,0,99,0,2,0,0,2,0,0,0,0,0,99,0,2,0,0,2,0,0,0,78,0,76,0,2,0,0,0,0,0,0,0,0,76,0,2,0,0,0,0,0,0,67,50,17,3.73524966,549.370290705583,15116.0190701596,0.00583633
5622,0099051,1006,110010099051006,110010099051006,15090,0,87,86,0,86,0,0,0,0,1,0,0,0,0,0,86,0,0,0,0,1,0,0,0,68,0,68,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,50,39,11,3.72844935,548.287919887364,15088.4992073468,0.0058257
5623,0099051,1007,110010099051007,110010099051007,15123,0,44,44,0,44,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,14,12,2,3.73666309,549.08411113117,15121.7390198261,0.00583854
5624,0099051,1008,110010099051008,110010099051008,15086,0,156,150,0,147,3,0,0,0,0,1,0,0,8,0,144,3,0,0,0,0,0,0,0,103,0,97,3,0,0,0,0,1,0,0,3,0,96,3,0,0,0,0,0,0,0,66,55,11,3.7274116,548.828168761388,15084.2995641004,0.00582408
5625,0099051,1009,110010099051009,110010099051009,15151,0,56,56,4,52,0,0,0,0,0,0,0,0,4,0,52,0,0,0,0,0,0,0,0,49,3,46,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,29,26,3,3.74343548,549.760321100699,15149.1459056434,0.00584912
5626,0099051,1010,110010099051010,110010099051010,15108,0,118,116,0,115,0,1,0,0,2,0,0,2,1,0,114,0,1,0,0,2,0,0,2,79,0,76,0,1,0,0,2,0,0,2,0,0,76,0,1,0,0,2,0,0,2,52,46,6,3.73296359,549.029790484787,15106.7676981156,0.00583276
5627,0099051,1011,110010099051011,110010099051011,30234,0,146,133,4,128,0,0,0,1,10,1,0,0,7,4,124,0,0,0,1,7,1,0,0,70,3,65,0,0,0,0,2,1,0,0,3,3,63,0,0,0,0,1,1,0,0,55,46,9,7.47034918,701.120149703748,30231.4305413357,0.01167242
5628,0099051,1012,110010099051012,110010099051012,15167,0,124,123,0,120,0,0,0,3,1,0,0,1,3,0,120,0,0,0,0,1,0,0,1,93,0,90,0,0,0,2,1,0,0,1,2,0,90,0,0,0,0,1,0,0,1,54,47,7,3.74736724,549.944165500738,15165.0571827231,0.00585526
5629,0099052,2000,110010099052000,110010099052000,35716,0,214,211,5,206,0,0,0,0,3,2,0,0,2,5,204,0,0,0,0,3,2,0,0,176,5,169,0,0,0,0,2,2,0,0,2,5,167,0,0,0,0,2,2,0,0,106,99,7,8.83496347,998.033941613163,35753.8286421281,0.01380463
5630,0099052,2001,110010099052001,110010099052001,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05615873,111.045799252466,227.266305475917,8.775e-05
5631,0099052,2002,110010099052002,110010099052002,2514,0,22,22,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,9,1,0.62126688,253.416931088442,2514.17785185701,0.00097073
5632,0111003,3051,110010111003051,110010111003051,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76946928,581.700651066001,3113.93171000418,0.0012023
5633,0111003,3052,110010111003052,110010111003052,578972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.2016145,5622.4859116586,579516.373329791,0.22375252
5634,0111003,3053,110010111003053,110010111003053,0,144633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.73594181,2400.2121919125,144618.225598324,0.05583741
5635,0111003,3054,110010111003054,110010111003054,21964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42686144,603.920858724087,21961.7290632068,0.00847947
5636,0111003,3055,110010111003055,110010111003055,0,80901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.98911584,1836.88330329374,80893.0818065256,0.03123299
5637,0111003,3056,110010111003056,110010111003056,0,44580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.04491845,2105.91149243622,44697.1991942622,0.01725769
5638,0111003,3057,110010111003057,110010111003057,11605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24296107,645.163527344795,13123.7978133626,0.00506713
5639,0096011,1017,110010096011017,110010096011017,721636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.30234215,6193.93688896526,721563.978471234,0.27859741
5640,0096011,1018,110010096011018,110010096011018,26878,0,87,87,0,87,0,0,0,0,0,0,0,0,1,0,86,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,1,0,63,0,0,0,0,0,0,0,0,37,33,4,6.64093491,709.195903892117,26874.9101063131,0.01037646
5641,0096011,1019,110010096011019,110010096011019,27882,0,75,71,0,68,3,0,0,0,3,4,0,0,0,0,68,3,0,0,0,3,4,0,0,59,0,53,3,0,0,0,2,3,0,0,0,0,53,3,0,0,0,2,3,0,0,31,30,1,6.88898339,741.082874808655,27878.7266942645,0.01076404
5642,0096011,1020,110010096011020,110010096011020,3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92589711,309.7545023706,3746.97266911941,0.00144671
5643,0096011,1021,110010096011021,110010096011021,11086,0,29,29,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,13,11,2,2.73903781,428.420806817756,11084.4927687304,0.00427975
5644,0096011,1022,110010096011022,110010096011022,19380,0,42,42,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,31,0,31,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,18,18,0,4.78848613,592.704228270592,19378.3158317575,0.00748201
5645,0096011,1023,110010096011023,110010096011023,0,95164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.51328442,4474.07771444152,95154.8860796543,0.03673951
5646,0096011,1024,110010096011024,110010096011024,19837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9012231,934.870120557532,19834.5461849093,0.00765816
5647,0096011,1025,110010096011025,110010096011025,18042,0,70,69,7,62,0,0,0,0,1,0,0,0,7,0,62,0,0,0,0,1,0,0,0,53,4,48,0,0,0,0,1,0,0,0,4,0,48,0,0,0,0,1,0,0,0,24,22,2,4.4579458,549.149885098737,18040.6665736896,0.00696554
5648,0096011,1026,110010096011026,110010096011026,28946,0,19,19,0,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,8,1,7.15210129,698.504870237327,28943.5270260479,0.01117516
5649,0096011,1027,110010096011027,110010096011027,15052,0,52,52,5,35,0,0,0,12,0,0,0,0,14,3,35,0,0,0,0,0,0,0,0,42,4,29,0,0,0,9,0,0,0,0,10,3,29,0,0,0,0,0,0,0,0,15,14,1,3.7189564,526.811278070769,15050.0825862564,0.00581087
5650,0096011,1028,110010096011028,110010096011028,10297,0,14,14,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,5,3,2.5442291,445.270326251979,10296.1298873902,0.00397536
5651,0096011,1029,110010096011029,110010096011029,12925,0,42,42,0,42,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,18,16,2,3.19343972,463.77523316283,12923.3920588076,0.00498975
5652,0096011,1030,110010096011030,110010096011030,11579,0,40,40,1,34,0,0,0,5,0,0,0,0,5,1,34,0,0,0,0,0,0,0,0,28,1,23,0,0,0,4,0,0,0,0,4,1,23,0,0,0,0,0,0,0,0,15,14,1,2.86089322,444.381587145927,11577.6240976353,0.00447015
5653,0096011,1031,110010096011031,110010096011031,11116,0,33,32,0,32,0,0,0,0,1,1,0,0,0,0,32,0,0,0,0,1,1,0,0,30,0,29,0,0,0,0,1,1,0,0,0,0,29,0,0,0,0,1,1,0,0,15,14,1,2.74642508,432.473560322817,11114.3879695016,0.00429129
5654,0102002,2031,110010102002031,110010102002031,0,20431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04821251,783.176020627702,20429.3912165087,0.00788783
5655,0102002,2032,110010102002032,110010102002032,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98829208,433.887262676015,3999.47616737728,0.00154421
5656,0102002,2033,110010102002033,110010102002033,0,121020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.90187886,2106.88846781202,121008.610514852,0.04672169
5657,0102002,2034,110010102002034,110010102002034,63581,0,64,61,58,3,0,0,0,0,2,0,1,0,4,54,3,0,0,0,0,2,0,1,0,59,55,3,0,0,0,0,0,0,1,0,4,51,3,0,0,0,0,0,0,1,0,40,39,1,15.70933498,1951.67595213367,63573.423156688,0.02454584
5658,0102002,2035,110010102002035,110010102002035,12739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14764583,622.481053591556,12738.0707627665,0.0049182
5659,0102002,2036,110010102002036,110010102002036,4912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21362969,308.129509148197,4911.3850988496,0.0018963
5660,0102002,2037,110010102002037,110010102002037,4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10609303,292.067418477921,4476.19970167958,0.00172827
5661,0102002,2038,110010102002038,110010102002038,47619,0,607,568,249,284,2,23,0,10,26,11,4,0,33,236,280,1,23,0,2,21,9,4,0,580,244,274,2,21,0,10,19,10,4,0,31,231,270,1,21,0,2,16,9,4,0,433,423,10,11.76557442,943.047715993002,47613.5903924461,0.01838371
5662,0099052,2003,110010099052003,110010099052003,20190,0,127,126,0,126,0,0,0,0,1,0,0,0,0,0,126,0,0,0,0,1,0,0,0,99,0,98,0,0,0,0,1,0,0,0,0,0,98,0,0,0,0,1,0,0,0,60,51,9,4.98858862,647.830827101293,20188.1018877835,0.00779467
5663,0099052,2004,110010099052004,110010099052004,27203,0,191,191,0,183,0,0,0,8,0,0,0,0,9,0,181,0,0,0,1,0,0,0,0,130,0,124,0,0,0,6,0,0,0,0,8,0,122,0,0,0,0,0,0,0,0,85,76,9,6.7214255,833.656010672484,27200.6439551027,0.01050223
5664,0099052,2005,110010099052005,110010099052005,18805,0,92,92,1,91,0,0,0,0,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,61,1,60,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,47,35,12,4.64629399,658.890271668147,18802.8846735058,0.00725983
5665,0099052,2006,110010099052006,110010099052006,14857,0,54,54,0,54,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,51,19,32,3.67084851,552.61370751864,14855.3968541486,0.0057357
5666,0099052,2007,110010099052007,110010099052007,17515,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,4.32770775,570.28127650514,17513.6118859491,0.00676204
5667,0099052,2008,110010099052008,110010099052008,5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11012025,379.107652056536,4492.49725219575,0.00173456
5668,0099053,3000,110010099053000,110010099053000,14876,0,90,90,2,88,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,59,2,57,0,0,0,0,0,0,0,0,0,2,57,0,0,0,0,0,0,0,0,34,29,5,3.67565668,543.988027682982,14874.8548331783,0.00574321
5669,0099053,3001,110010099053001,110010099053001,15169,0,63,58,0,55,3,0,0,0,5,0,0,0,4,0,55,3,0,0,0,1,0,0,0,44,0,40,2,0,0,0,2,0,0,0,1,0,40,2,0,0,0,1,0,0,0,27,25,2,3.74792041,549.394810471188,15167.2957904497,0.00585613
5670,0099053,3002,110010099053002,110010099053002,15013,0,118,113,4,106,0,0,1,2,5,3,0,1,4,4,104,0,0,1,0,5,3,0,1,81,4,71,0,0,1,1,4,3,0,0,2,4,70,0,0,1,0,4,3,0,0,58,42,16,3.70941598,549.060433132637,15011.4738737617,0.00579596
5671,0099053,3003,110010099053003,110010099053003,15054,0,123,119,0,118,0,0,1,0,4,4,0,0,1,0,117,0,0,1,0,4,4,0,0,83,0,78,0,0,1,0,4,4,0,0,1,0,77,0,0,1,0,4,4,0,0,54,49,3,3.71965662,547.665797059375,15052.9162920509,0.00581196
5672,0099053,3004,110010099053004,110010099053004,14139,0,227,218,0,218,0,0,0,0,9,7,0,0,2,0,216,0,0,0,0,9,7,0,0,156,0,151,0,0,0,0,5,3,0,0,1,0,150,0,0,0,0,5,3,0,0,86,75,11,3.4423497,548.317644018269,13930.6950011112,0.00537867
5673,0099053,3005,110010099053005,110010099053005,15132,0,61,61,0,61,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,51,0,51,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,48,29,19,3.73891714,549.080892602743,15130.8608359094,0.00584206
5674,0099053,3006,110010099053006,110010099053006,14819,0,128,190,1,185,1,0,0,3,5,4,0,0,7,1,182,1,0,0,0,4,4,0,0,145,1,138,1,0,0,3,2,2,0,0,3,1,138,1,0,0,0,2,2,0,0,63,89,10,3.66159451,554.208998802504,14817.9472509701,0.00572124
5675,0099061,1000,110010099061000,110010099061000,25479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2954474,714.542049958246,25476.7717523457,0.00983664
5676,0099061,1001,110010099061001,110010099061001,25821,0,157,154,0,149,1,0,0,4,2,0,1,0,8,0,145,1,0,0,0,2,0,1,0,125,0,117,1,0,0,4,2,0,1,0,6,0,115,1,0,0,0,2,0,1,0,73,68,5,6.37977255,750.914559166762,25818.0235100574,0.00996839
5677,0099061,1002,110010099061002,110010099061002,18376,0,103,99,0,99,0,0,0,0,4,0,0,0,0,0,99,0,0,0,0,4,0,0,0,82,0,80,0,0,0,0,2,0,0,0,0,0,80,0,0,0,0,2,0,0,0,60,52,8,4.54036818,611.691376383222,18374.2181213488,0.00709433
5678,0099061,1003,110010099061003,110010099061003,21053,0,118,115,0,115,0,0,0,0,1,1,0,0,6,0,111,0,0,0,0,1,1,0,0,94,0,91,0,0,0,0,1,1,0,0,3,0,90,0,0,0,0,1,1,0,0,62,57,5,5.20168617,686.574650972383,21050.4770706625,0.00812763
5679,0099061,1004,110010099061004,110010099061004,26097,0,117,114,2,111,0,0,0,1,3,2,0,0,1,2,111,0,0,0,0,3,2,0,0,89,2,85,0,0,0,1,1,1,0,0,1,2,85,0,0,0,0,1,1,0,0,79,59,20,6.44797615,753.747006102809,26094.0336910371,0.01007496
5680,0099061,1005,110010099061005,110010099061005,27908,0,161,152,0,149,2,1,0,0,9,7,0,0,5,0,147,0,1,0,0,8,6,0,0,119,0,110,1,1,0,0,7,6,0,0,4,0,108,0,1,0,0,6,5,0,0,82,74,8,6.89559228,850.265323869954,27905.4718868243,0.01077436
5681,0099061,1006,110010099061006,110010099061006,19317,0,126,126,0,126,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,104,0,104,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,64,59,5,4.77274084,698.922852053706,19314.5969396295,0.00745741
5682,0099061,1007,110010099061007,110010099061007,43543,0,349,343,7,333,0,2,0,1,5,1,1,0,7,4,331,0,2,0,0,4,1,1,0,260,7,246,0,2,0,1,3,1,1,0,7,4,244,0,2,0,0,2,1,1,0,241,143,98,10.75853335,1039.64922343475,43538.2397832416,0.01681021
5683,0099061,1008,110010099061008,110010099061008,40379,0,165,161,2,159,0,0,0,0,4,4,1,0,4,2,157,0,0,0,0,2,2,0,0,128,2,123,0,0,0,0,3,3,0,0,2,2,122,0,0,0,0,2,2,0,0,95,80,15,9.97681788,941.161155103179,40374.7495287214,0.01558878
5684,0104002,2030,110010104002030,110010104002030,47660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77582082,805.849090846806,47655.0561009414,0.01839972
5685,0104002,2031,110010104002031,110010104002031,13171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25430858,609.755668771586,13169.7195846638,0.00508486
5686,0104002,2032,110010104002032,110010104002032,33256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4013603,884.209458016342,21858.5296237737,0.00843963
5687,0104002,2033,110010104002033,110010104002033,30400,0,264,259,15,238,2,3,0,1,4,3,1,1,9,15,234,1,3,0,0,2,1,1,0,261,15,236,2,2,0,1,4,3,1,1,9,15,232,1,2,0,0,2,1,1,0,0,0,0,10.27644324,1249.35380826233,41587.2903284263,0.01605694
5688,0104002,2034,110010104002034,110010104002034,16994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19899573,640.000288419242,16992.7328363004,0.00656093
5689,0104002,2035,110010104002035,110010104002035,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79011299,1010.28889725324,3197.47382279789,0.00123455
5690,0104002,2036,110010104002036,110010104002036,28045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82733596,994.457620302069,27629.2483810893,0.01066771
5691,0104002,2037,110010104002037,110010104002037,11944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95120283,455.253708152483,11943.0941372413,0.00461125
5692,0104002,2038,110010104002038,110010104002038,7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85511994,352.184819020907,7507.40405960837,0.00289862
5693,0104002,2039,110010104002039,110010104002039,26451,0,171,162,3,157,2,0,0,0,9,6,0,0,3,2,157,2,0,0,0,7,6,0,0,133,2,124,0,0,0,0,7,4,0,0,2,2,124,0,0,0,0,5,4,0,0,95,82,13,6.53556222,774.250499420695,26448.4819330017,0.01021182
5694,0104002,2040,110010104002040,110010104002040,26496,0,157,152,2,150,0,0,0,0,5,3,0,0,2,1,150,0,0,0,0,4,3,0,0,121,2,115,0,0,0,0,4,3,0,0,1,1,115,0,0,0,0,4,3,0,0,82,51,31,6.54674264,772.427746145852,26493.7274855383,0.01022929
5695,0104002,2041,110010104002041,110010104002041,17638,0,120,118,0,116,0,0,0,2,2,2,0,0,2,0,116,0,0,0,0,2,2,0,0,97,0,93,0,0,0,2,2,2,0,0,2,0,93,0,0,0,0,2,2,0,0,59,46,13,4.35812719,627.5164560547,17636.7150147595,0.00680957
5696,0104002,2042,110010104002042,110010104002042,22175,0,132,128,3,124,1,0,0,0,4,0,0,0,0,3,124,1,0,0,0,4,0,0,0,105,3,97,1,0,0,0,4,0,0,0,0,3,97,1,0,0,0,4,0,0,0,67,58,9,5.47899755,696.560502011897,22172.7164257243,0.00856093
5697,0104002,2043,110010104002043,110010104002043,19072,0,109,106,6,99,0,1,0,0,0,0,3,0,0,6,99,0,1,0,0,0,0,3,0,81,5,75,0,1,0,0,0,0,0,0,0,5,75,0,1,0,0,0,0,0,0,52,46,6,4.71231714,649.822463707658,19070.0708867732,0.007363
5698,0104002,2044,110010104002044,110010104002044,8389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2874237,306.369464677701,5210.01886362973,0.0020116
5699,0105001,1000,110010105001000,110010105001000,5516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3629796,907.737219953002,5515.78273247653,0.00212966
5700,0105001,1001,110010105001001,110010105001001,107586,0,639,608,201,342,2,51,0,12,18,7,10,5,47,185,332,2,51,0,4,10,7,3,0,577,189,304,2,44,0,10,15,8,10,5,40,175,296,2,44,0,4,8,7,3,0,447,411,36,26.87635523,1612.48149821326,108764.750783063,0.04199431
5701,0105001,1002,110010105001002,110010105001002,5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42060517,328.907630459995,5748.98516758804,0.0022197
5702,0105001,1003,110010105001003,110010105001003,47668,0,671,649,223,391,2,19,0,14,10,3,13,0,43,197,390,2,18,0,2,9,3,13,0,633,218,363,2,19,0,11,8,3,12,0,38,194,362,2,18,0,2,7,3,12,0,511,461,50,11.3020083,847.74154449225,45737.6048761176,0.01765939
5703,0105001,1004,110010105001004,110010105001004,17660,0,255,254,0,249,0,5,0,0,1,0,0,0,0,0,249,0,5,0,0,1,0,0,0,146,0,144,0,2,0,0,0,0,0,0,0,0,144,0,2,0,0,0,0,0,0,58,57,1,4.36336035,561.816121281651,17657.8928399812,0.00681775
5704,0105001,1005,110010105001005,110010105001005,76422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.88293446,1117.5449385406,76416.5245860199,0.02950459
5705,0102002,2039,110010102002039,110010102002039,52010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.85056723,908.537391224089,52004.4005343612,0.02007901
5706,0102002,2040,110010102002040,110010102002040,13237,0,157,149,102,34,0,8,0,5,2,1,3,0,13,95,34,0,8,0,0,1,1,3,0,146,98,31,0,7,0,5,2,1,0,0,12,92,31,0,7,0,0,1,1,0,0,72,69,3,3.47568231,520.774136542003,14065.5872825471,0.00543075
5707,0102002,2041,110010102002041,110010102002041,7442,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08767901,363.063280430931,8448.53719214909,0.003262
5708,0102002,2042,110010102002042,110010102002042,54919,0,278,270,149,88,1,28,0,4,5,3,5,0,13,143,85,1,28,0,0,5,3,5,0,274,148,87,1,26,0,4,5,3,5,0,13,142,84,1,26,0,0,5,3,5,0,254,210,44,13.13802638,1028.83053532579,53167.7064144038,0.02052817
5709,0102002,2043,110010102002043,110010102002043,55463,0,230,213,69,122,1,10,0,11,10,3,6,0,25,59,115,1,10,0,5,10,2,6,0,214,67,113,1,10,0,11,6,3,3,0,24,58,106,1,10,0,5,6,2,3,0,254,162,92,14.13501826,1038.36616743176,57202.389420254,0.02208597
